rank,clean_rank,name,location,ranking_source,stats_number_students_clean,stats_student_staff_ratio_clean,KPI_Global_Ranking_Score,KPI_Research_Impact_Score,KPI_Faculty_To_Student_Ratio,KPI_International_Student_Pct,KPI_Academic_Reputation_Score,KPI_Research_Productivity_Index,scores_overall,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook
1001–1200,1001.0,University of Leoben,Austria,THE World University Rankings 2024,2496.0,4.2,30.45,24.44,0.2381,17.0,35.2,26.73,30.450000000000003,35.2,13.7,31.6,58.8,77.4
1001–1200,1001.0,University of León,Spain,THE World University Rankings 2024,10410.0,12.1,30.45,33.46,0.0826,4.0,23.2,33.69,30.450000000000003,23.2,13.6,46.7,70.3,36.5
1001–1200,1001.0,Lorestan University,Iran,THE World University Rankings 2024,8762.0,22.7,30.45,35.16,0.0441,2.0,27.2,26.22,30.450000000000003,27.2,11.1,51.2,18.3,25.7
1001–1200,1001.0,Mae Fah Luang University,Thailand,THE World University Rankings 2024,14768.0,20.7,30.45,34.34,0.0483,5.0,16.2,29.86,30.450000000000003,16.2,14.6,47.5,39.6,54.0
1001–1200,1001.0,Maharishi Markandeshwar University (MMU),India,THE World University Rankings 2024,9968.0,12.6,30.45,35.84,0.0794,8.0,26.9,25.92,30.450000000000003,26.9,8.9,53.8,17.6,34.3
1001–1200,1001.0,University of Malaga,Spain,THE World University Rankings 2024,35595.0,13.3,30.45,32.32,0.0752,6.0,21.5,30.84,30.450000000000003,21.5,16.0,43.2,51.5,42.2
1001–1200,1001.0,Universiti Malaysia Sarawak (UNIMAS),Malaysia,THE World University Rankings 2024,12158.0,14.9,30.45,21.46,0.0671,13.0,29.9,27.7,30.450000000000003,29.9,19.3,22.9,66.9,61.0
1001–1200,1001.0,University of Maragheh,Iran,THE World University Rankings 2024,3452.0,23.6,30.45,40.06,0.0424,0.0,12.1,30.42,30.450000000000003,12.1,16.6,55.7,17.5,34.0
1001–1200,1001.0,University of Mazandaran,Iran,THE World University Rankings 2024,13164.0,32.3,30.45,31.02,0.031,7.0,27.5,26.84,30.450000000000003,27.5,18.9,39.1,24.7,32.1
1001–1200,1001.0,Medical University of Bialystok,Poland,THE World University Rankings 2024,5705.0,13.1,30.45,28.72,0.0763,8.0,39.0,25.76,30.450000000000003,39.0,11.8,40.0,39.1,29.9
1001–1200,1001.0,Medical University of Gdańsk,Poland,THE World University Rankings 2024,6340.0,5.4,30.45,32.98,0.1852,17.0,28.7,28.0,30.450000000000003,28.7,10.6,47.9,39.6,43.8
1001–1200,1001.0,Medical University of Warsaw,Poland,THE World University Rankings 2024,10068.0,6.4,30.45,31.56,0.1562,8.0,26.5,28.5,30.450000000000003,26.5,13.5,43.6,43.3,31.0
1001–1200,1001.0,"Mehran University of Engineering and Technology, Jamshoro, Pakistan",Pakistan,THE World University Rankings 2024,9704.0,19.9,30.45,36.6,0.0503,0.0,17.1,26.04,30.450000000000003,17.1,8.1,55.6,16.9,50.0
1001–1200,1001.0,Miguel Hernández University of Elche,Spain,THE World University Rankings 2024,12189.0,16.5,30.45,33.4,0.0606,8.0,20.4,34.83,30.450000000000003,20.4,17.8,43.8,70.7,41.2
1001–1200,1001.0,Ming Chi University of Technology,Taiwan,THE World University Rankings 2024,4415.0,18.6,30.45,36.08,0.0538,2.0,16.4,34.8,30.450000000000003,16.4,25.1,43.4,47.1,29.5
1001–1200,1001.0,Minia University,Egypt,THE World University Rankings 2024,75399.0,17.7,30.45,43.4,0.0565,1.0,17.2,30.73,30.450000000000003,17.2,9.5,66.0,19.2,49.6
1001–1200,1001.0,Mirpur University of Science and Technology,Pakistan,THE World University Rankings 2024,8459.0,23.6,30.45,39.76,0.0424,0.0,11.5,28.07,30.450000000000003,11.5,9.4,60.0,15.8,48.6
1001–1200,1001.0,Muhimbili University of Health and Allied Sciences,Tanzania,THE World University Rankings 2024,4833.0,14.0,30.45,38.42,0.0714,2.0,18.0,29.43,30.450000000000003,18.0,13.1,55.3,23.5,50.5
1001–1200,1001.0,Nagoya City University,Japan,THE World University Rankings 2024,4540.0,7.4,30.45,26.56,0.1351,3.0,30.4,31.14,30.450000000000003,30.4,17.5,32.6,73.2,23.6
1001–1200,1001.0,Najran University,Saudi Arabia,THE World University Rankings 2024,21759.0,18.2,30.45,41.96,0.0549,2.0,13.0,29.5,30.450000000000003,13.0,9.8,63.4,16.1,76.1
1001–1200,1001.0,National Central University,Taiwan,THE World University Rankings 2024,11001.0,9.5,30.45,27.78,0.1053,7.0,30.8,36.16,30.450000000000003,30.8,24.9,29.7,88.8,44.4
1001–1200,1001.0,National Chengchi University,Taiwan,THE World University Rankings 2024,12329.0,14.9,30.45,26.0,0.0671,12.0,27.6,31.67,30.450000000000003,27.6,27.8,24.8,60.6,48.8
1001–1200,1001.0,National Chung Hsing University,Taiwan,THE World University Rankings 2024,14394.0,15.5,30.45,30.36,0.0645,6.0,23.8,36.25,30.450000000000003,23.8,25.2,33.8,78.8,32.5
1001–1200,1001.0,National Institute of Technology Warangal,India,THE World University Rankings 2024,6643.0,19.8,30.45,35.92,0.0505,5.0,25.1,27.34,30.450000000000003,25.1,13.6,50.8,18.4,24.1
1001–1200,1001.0,Necmettin Erbakan University,Turkey,THE World University Rankings 2024,18828.0,12.8,30.45,29.04,0.0781,13.0,37.2,23.91,30.450000000000003,37.2,14.1,39.0,21.4,38.7
1001–1200,1001.0,Nicolaus Copernicus University in Toruń,Poland,THE World University Rankings 2024,18122.0,12.0,30.45,31.24,0.0833,5.0,23.8,28.47,30.450000000000003,23.8,21.1,38.0,30.8,33.6
1001–1200,1001.0,Niigata University,Japan,THE World University Rankings 2024,11942.0,7.2,30.45,31.08,0.1389,3.0,30.6,29.58,30.450000000000003,30.6,15.0,41.8,49.7,29.0
1001–1200,1001.0,Nile University,Egypt,THE World University Rankings 2024,3424.0,14.4,30.45,41.14,0.0694,2.0,17.3,33.9,30.450000000000003,17.3,13.3,59.7,42.4,31.6
1001–1200,1001.0,Nippon Medical School,Japan,THE World University Rankings 2024,939.0,0.9,30.45,38.54,1.1111,0.0,28.5,32.88,30.450000000000003,28.5,10.7,57.1,50.3,20.5
1001–1200,1001.0,Northwest University,China,THE World University Rankings 2024,26059.0,13.3,30.45,37.02,0.0752,1.0,24.4,30.97,30.450000000000003,24.4,15.3,51.5,35.3,25.0
1001–1200,1001.0,Oakland University,United States,THE World University Rankings 2024,15046.0,17.6,30.45,33.06,0.0568,4.0,25.5,30.68,30.450000000000003,25.5,15.9,44.5,47.7,39.4
1001–1200,1001.0,Óbuda University,Hungary,THE World University Rankings 2024,10997.0,34.4,30.45,39.98,0.0291,7.0,14.4,30.8,30.450000000000003,14.4,16.4,55.7,20.7,42.6
1001–1200,1001.0,"University of Occupational and Environmental Health, Japan",Japan,THE World University Rankings 2024,1164.0,2.5,30.45,37.56,0.4,1.0,30.2,32.05,30.450000000000003,30.2,11.7,54.8,46.8,22.5
1001–1200,1001.0,University of Pécs,Hungary,THE World University Rankings 2024,16267.0,13.7,30.45,24.54,0.073,24.0,39.1,23.51,30.450000000000003,39.1,16.5,29.9,32.0,54.3
1001–1200,1001.0,University of Peradeniya,Sri Lanka,THE World University Rankings 2024,22336.0,13.9,30.45,38.84,0.0719,1.0,18.4,28.6,30.450000000000003,18.4,9.2,58.6,23.3,39.8
1001–1200,1001.0,Universidad Peruana Cayetano Heredia,Peru,THE World University Rankings 2024,10503.0,15.6,30.45,37.14,0.0641,1.0,16.9,29.57,30.450000000000003,16.9,12.9,53.3,29.8,49.8
1001–1200,1001.0,University of Peshawar,Pakistan,THE World University Rankings 2024,20494.0,42.7,30.45,41.48,0.0234,0.0,19.4,30.06,30.450000000000003,19.4,12.2,61.0,17.4,47.3
1001–1200,1001.0,Plekhanov Russian University of Economics,Russia,THE World University Rankings 2024,12595.0,9.1,30.45,31.98,0.1099,15.0,25.9,25.18,30.450000000000003,25.9,12.9,44.7,20.6,59.0
1001–1200,1001.0,PMAS Arid Agriculture University Rawalpindi,Pakistan,THE World University Rankings 2024,12702.0,44.7,30.45,36.86,0.0224,0.0,18.8,27.38,30.450000000000003,18.8,11.3,53.9,19.1,47.8
1001–1200,1001.0,Pondicherry University,India,THE World University Rankings 2024,8187.0,21.5,30.45,30.34,0.0465,1.0,33.5,28.98,30.450000000000003,33.5,18.4,38.3,42.5,19.4
1001–1200,1001.0,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,THE World University Rankings 2024,12686.0,21.1,30.45,32.14,0.0474,1.0,32.9,29.13,30.450000000000003,32.9,16.9,42.3,39.2,35.1
1001–1200,1001.0,Poznan University of Medical Sciences,Poland,THE World University Rankings 2024,7296.0,6.0,30.45,30.08,0.1667,11.0,27.1,27.78,30.450000000000003,27.1,13.4,41.2,44.4,34.1
1001–1200,1001.0,Public University of Navarre,Spain,THE World University Rankings 2024,8215.0,11.8,30.45,35.42,0.0847,6.0,22.4,30.22,30.450000000000003,22.4,14.3,49.5,38.3,46.5
1001–1200,1001.0,University of Rajshahi,Bangladesh,THE World University Rankings 2024,22042.0,20.4,30.45,39.3,0.049,0.0,15.9,28.04,30.450000000000003,15.9,9.3,59.3,17.6,39.6
1001–1200,1001.0,Razi University,Iran,THE World University Rankings 2024,10634.0,22.9,30.45,31.52,0.0437,4.0,27.8,27.89,30.450000000000003,27.8,14.0,43.2,38.5,26.5
1001–1200,1001.0,Riga Technical University,Latvia,THE World University Rankings 2024,10830.0,31.7,30.45,28.76,0.0315,22.0,26.4,30.11,30.450000000000003,26.4,23.9,32.0,46.4,57.0
1001–1200,1001.0,Riphah International University,Pakistan,THE World University Rankings 2024,25073.0,18.4,30.45,44.1,0.0543,0.0,14.2,30.68,30.450000000000003,14.2,9.6,67.1,16.0,48.7
1001–1200,1001.0,Rowan University,United States,THE World University Rankings 2024,17693.0,14.5,30.45,32.5,0.069,3.0,26.6,26.88,30.450000000000003,26.6,12.4,45.9,30.8,39.0
1001–1200,1001.0,Sahand University of Technology,Iran,THE World University Rankings 2024,5354.0,27.2,30.45,40.28,0.0368,1.0,20.6,33.08,30.450000000000003,20.6,14.6,57.4,37.9,22.6
1001–1200,1001.0,Universidad San Francisco de Quito,Ecuador,THE World University Rankings 2024,7874.0,10.2,30.45,33.78,0.098,2.0,22.3,25.28,30.450000000000003,22.3,11.1,48.9,17.4,67.0
1001–1200,1001.0,University of Sargodha,Pakistan,THE World University Rankings 2024,19172.0,24.3,30.45,35.06,0.0412,0.0,27.6,26.28,30.450000000000003,27.6,11.9,50.5,17.7,48.1
1001–1200,1001.0,Semnan University,Iran,THE World University Rankings 2024,14404.0,15.1,30.45,35.54,0.0662,1.0,30.7,26.9,30.450000000000003,30.7,12.8,50.7,18.4,22.4
1001–1200,1001.0,University of Sfax,Tunisia,THE World University Rankings 2024,30597.0,12.6,30.45,29.86,0.0794,3.0,33.7,26.3,30.450000000000003,33.7,13.9,40.5,34.5,44.7
1001–1200,1001.0,​Shahid Chamran University of Ahvaz,Iran,THE World University Rankings 2024,15142.0,25.2,30.45,28.42,0.0397,5.0,29.6,29.5,30.450000000000003,29.6,19.3,34.5,51.8,27.2
1001–1200,1001.0,Shahrekord University,Iran,THE World University Rankings 2024,7198.0,20.3,30.45,38.88,0.0493,0.0,19.4,28.96,30.450000000000003,19.4,13.5,55.8,17.9,22.1
1001–1200,1001.0,Shahrood University of Technology,Iran,THE World University Rankings 2024,8326.0,20.7,30.45,38.32,0.0483,1.0,28.3,29.74,30.450000000000003,28.3,17.2,52.4,18.7,32.4
1001–1200,1001.0,Shanghai Maritime University,China,THE World University Rankings 2024,23263.0,16.7,30.45,36.2,0.0599,2.0,16.8,30.14,30.450000000000003,16.8,12.8,51.8,37.4,36.0
1001–1200,1001.0,Shinshu University,Japan,THE World University Rankings 2024,10602.0,10.4,30.45,27.96,0.0962,3.0,26.8,30.58,30.450000000000003,26.8,18.0,34.6,63.1,32.6
1001–1200,1001.0,Siberian Federal University,Russia,THE World University Rankings 2024,9401.0,18.3,30.45,25.82,0.0546,13.0,30.4,29.81,30.450000000000003,30.4,24.2,26.9,55.3,59.5
1001–1200,1001.0,Sidi Mohamed Ben Abdellah University,Morocco,THE World University Rankings 2024,95994.0,55.6,30.45,34.88,0.018,1.0,26.6,25.9,30.450000000000003,26.6,11.3,50.6,16.9,25.3
1001–1200,1001.0,University of Social Welfare and Rehabilitation Sciences,Iran,THE World University Rankings 2024,1725.0,10.8,30.45,28.12,0.0926,2.0,33.6,25.9,30.450000000000003,33.6,19.9,33.6,27.9,34.9
1001–1200,1001.0,University of South Africa,South Africa,THE World University Rankings 2024,198816.0,114.2,30.45,38.02,0.0088,3.0,24.7,31.22,30.450000000000003,24.7,19.3,50.5,26.0,41.4
1001–1200,1001.0,University of South Bohemia in České Budějovice,Czech Republic,THE World University Rankings 2024,9131.0,14.6,30.45,37.88,0.0685,7.0,21.4,29.87,30.450000000000003,21.4,18.2,51.0,19.5,53.0
1001–1200,1001.0,University of South Dakota,United States,THE World University Rankings 2024,6909.0,16.0,30.45,26.52,0.0625,3.0,34.5,25.11,30.450000000000003,34.5,15.9,33.6,36.0,29.6
1001–1200,1001.0,University of the South Pacific,Fiji,THE World University Rankings 2024,12622.0,36.9,30.45,39.14,0.0271,1.0,14.1,33.98,30.450000000000003,14.1,17.6,53.5,43.0,62.9
1001–1200,1001.0,University of South Wales,United Kingdom,THE World University Rankings 2024,15780.0,16.0,30.45,29.92,0.0625,21.0,18.3,29.08,30.450000000000003,18.3,11.8,42.0,56.5,77.2
1001–1200,1001.0,Staffordshire University,United Kingdom,THE World University Rankings 2024,11085.0,17.6,30.45,33.4,0.0568,12.0,17.9,25.78,30.450000000000003,17.9,11.5,48.0,21.5,64.8
1001–1200,1001.0,Suez University,Egypt,THE World University Rankings 2024,17744.0,20.3,30.45,45.86,0.0493,2.0,13.0,32.62,30.450000000000003,13.0,8.3,70.9,24.4,48.9
1001–1200,1001.0,Suez Canal University,Egypt,THE World University Rankings 2024,45981.0,13.1,30.45,38.08,0.0763,1.0,19.7,28.81,30.450000000000003,19.7,8.8,57.6,28.3,50.6
1001–1200,1001.0,SWPS University of Social Sciences and Humanities,Poland,THE World University Rankings 2024,15863.0,39.0,30.45,38.36,0.0256,7.0,12.8,29.18,30.450000000000003,12.8,16.4,53.0,16.2,52.7
1001–1200,1001.0,Symbiosis International University,India,THE World University Rankings 2024,16408.0,13.0,30.45,42.46,0.0769,6.0,22.1,30.7,30.450000000000003,22.1,12.1,62.7,18.0,40.8
1001–1200,1001.0,University of Szeged,Hungary,THE World University Rankings 2024,20050.0,12.3,30.45,30.62,0.0813,20.0,29.9,29.29,30.450000000000003,29.9,15.8,40.5,48.1,57.8
1001–1200,1001.0,Taibah University,Saudi Arabia,THE World University Rankings 2024,61471.0,24.4,30.45,36.6,0.041,2.0,14.4,26.84,30.450000000000003,14.4,10.2,54.2,18.5,76.0
1001–1200,1001.0,Tallinn University,Estonia,THE World University Rankings 2024,4509.0,9.9,30.45,34.76,0.101,14.0,24.8,29.72,30.450000000000003,24.8,23.0,42.6,22.1,59.3
1001–1200,1001.0,Tanta University,Egypt,THE World University Rankings 2024,123577.0,17.3,30.45,41.2,0.0578,1.0,20.4,29.46,30.450000000000003,20.4,9.1,62.6,20.0,47.8
1001–1200,1001.0,Technical University of Cartagena,Spain,THE World University Rankings 2024,4549.0,10.1,30.45,30.82,0.099,8.0,25.1,26.81,30.450000000000003,25.1,12.7,42.9,36.3,40.7
1001–1200,1001.0,Technological University Dublin,Ireland,THE World University Rankings 2024,20801.0,18.7,30.45,32.6,0.0535,18.0,19.1,32.41,30.450000000000003,19.1,13.1,45.6,66.0,64.9
1001–1200,1001.0,University of Technology of Troyes,France,THE World University Rankings 2024,3174.0,20.1,30.45,22.22,0.0498,22.0,31.5,22.44,30.450000000000003,31.5,11.9,29.1,42.0,74.8
1001–1200,1001.0,Teesside University,United Kingdom,THE World University Rankings 2024,14085.0,19.4,30.45,36.86,0.0515,25.0,19.6,27.95,30.450000000000003,19.6,13.1,52.7,19.7,81.0
1001–1200,1001.0,Texas State University,United States,THE World University Rankings 2024,30895.0,20.0,30.45,35.08,0.05,1.0,17.8,29.47,30.450000000000003,17.8,16.0,47.8,31.6,43.9
1001–1200,1001.0,TOBB University of Economics and Technology,Turkey,THE World University Rankings 2024,4771.0,14.3,30.45,34.64,0.0699,1.0,17.9,31.34,30.450000000000003,17.9,14.3,48.2,48.8,40.5
1001–1200,1001.0,Tokyo Metropolitan University,Japan,THE World University Rankings 2024,8903.0,10.9,30.45,30.0,0.0917,7.0,29.8,29.02,30.450000000000003,29.8,16.2,39.2,48.0,36.5
1001–1200,1001.0,Toyohashi University of Technology (TUT),Japan,THE World University Rankings 2024,2034.0,10.8,30.45,24.42,0.0926,15.0,28.7,34.11,30.450000000000003,28.7,24.0,24.7,89.8,43.5
1001–1200,1001.0,Toyota Technological Institute,Japan,THE World University Rankings 2024,503.0,9.7,30.45,29.52,0.1031,1.0,28.7,30.12,30.450000000000003,28.7,16.2,38.4,57.2,33.2
1001–1200,1001.0,Universiti Tunku Abdul Rahman (UTAR),Malaysia,THE World University Rankings 2024,19080.0,17.2,30.45,35.7,0.0581,9.0,16.8,33.42,30.450000000000003,16.8,17.1,48.1,53.6,45.3
1001–1200,1001.0,Universiti Malaysia Terengganu (UMT),Malaysia,THE World University Rankings 2024,10143.0,16.8,30.45,36.04,0.0595,5.0,19.1,30.52,30.450000000000003,19.1,18.7,47.6,30.1,49.7
1001–1200,1001.0,Ural Federal University,Russia,THE World University Rankings 2024,26883.0,14.0,30.45,31.18,0.0714,16.0,24.9,32.68,30.450000000000003,24.9,25.9,34.7,50.6,59.8
1001–1200,1001.0,University of Urbino Carlo Bo,Italy,THE World University Rankings 2024,15779.0,39.0,30.45,38.44,0.0256,6.0,15.8,32.14,30.450000000000003,15.8,17.8,52.2,33.1,52.5
1001–1200,1001.0,Urmia University of Technology,Iran,THE World University Rankings 2024,3193.0,30.7,30.45,42.66,0.0326,0.0,11.4,31.86,30.450000000000003,11.4,16.8,59.9,16.6,27.7
1001–1200,1001.0,USAMV Cluj-Napoca,Romania,THE World University Rankings 2024,5501.0,17.7,30.45,36.34,0.0565,7.0,19.9,27.2,30.450000000000003,19.9,9.1,54.5,23.8,40.0
1001–1200,1001.0,Wakayama Medical University,Japan,THE World University Rankings 2024,1810.0,4.3,30.45,34.78,0.2326,0.0,33.8,32.54,30.450000000000003,33.8,12.7,49.5,59.1,19.6
1001–1200,1001.0,Western Michigan University,United States,THE World University Rankings 2024,16486.0,21.3,30.45,30.36,0.0469,8.0,24.0,28.17,30.450000000000003,24.0,17.1,39.2,39.3,43.1
1001–1200,1001.0,The University of the West Indies,Jamaica,THE World University Rankings 2024,39257.0,16.3,30.45,35.86,0.0613,1.0,19.7,28.79,30.450000000000003,19.7,11.8,51.9,31.5,47.3
1001–1200,1001.0,University of West London,United Kingdom,THE World University Rankings 2024,9835.0,12.9,30.45,32.56,0.0775,45.0,19.7,24.01,30.450000000000003,19.7,9.7,47.8,16.2,91.7
1001–1200,1001.0,University of Winchester,United Kingdom,THE World University Rankings 2024,7495.0,17.4,30.45,36.82,0.0575,10.0,18.9,28.22,30.450000000000003,18.9,16.3,50.5,16.0,59.8
1001–1200,1001.0,University of Wrocław,Poland,THE World University Rankings 2024,17787.0,15.1,30.45,31.9,0.0662,7.0,24.3,29.36,30.450000000000003,24.3,25.9,35.9,25.6,44.1
1001–1200,1001.0,Yazd University,Iran,THE World University Rankings 2024,14204.0,29.7,30.45,33.74,0.0337,3.0,25.3,30.2,30.450000000000003,25.3,17.3,44.7,39.4,36.1
1001–1200,1001.0,University of Zagreb,Croatia,THE World University Rankings 2024,58474.0,14.8,30.45,33.18,0.0676,3.0,26.0,32.55,30.450000000000003,26.0,15.9,44.7,59.7,31.2
1001–1200,1001.0,Zewail City of Science and Technology,Egypt,THE World University Rankings 2024,1052.0,9.8,30.45,39.26,0.102,0.0,25.8,30.59,30.450000000000003,25.8,17.3,53.9,20.5,37.7
1001–1200,1001.0,Zhejiang University of Finance and Economics,China,THE World University Rankings 2024,18214.0,22.5,30.45,45.52,0.0444,3.0,14.0,35.72,30.450000000000003,14.0,13.3,67.0,37.5,30.5
1001–1200,1001.0,University of Žilina,Slovakia,THE World University Rankings 2024,7154.0,14.0,30.45,36.12,0.0714,3.0,27.7,30.46,30.450000000000003,27.7,18.0,48.2,30.6,31.8
1201–1500,1201.0,Acharya Nagarjuna University,India,THE World University Rankings 2024,5771.0,7.3,25.5,16.56,0.137,7.0,44.8,16.12,25.5,44.8,9.6,21.2,26.0,29.2
1201–1500,1201.0,Adolfo Ibáñez University,Chile,THE World University Rankings 2024,10606.0,25.0,25.5,30.48,0.04,5.0,14.8,24.99,25.5,14.8,17.4,39.2,17.1,64.1
1201–1500,1201.0,"The University of Agriculture, Peshawar",Pakistan,THE World University Rankings 2024,11262.0,35.3,25.5,25.98,0.0283,1.0,15.6,21.22,25.5,15.6,10.2,36.5,22.3,48.1
1201–1500,1201.0,Universitas Airlangga,Indonesia,THE World University Rankings 2024,28816.0,7.2,25.5,24.14,0.1389,3.0,28.6,20.28,25.5,28.6,12.5,31.9,19.1,57.3
1201–1500,1201.0,Al-Farabi Kazakh National University,Kazakhstan,THE World University Rankings 2024,24303.0,5.9,25.5,20.7,0.1695,10.0,24.8,18.83,25.5,24.8,11.1,27.1,25.3,72.5
1201–1500,1201.0,Allameh Tabataba ’i University,Iran,THE World University Rankings 2024,15113.0,29.7,25.5,22.78,0.0337,3.0,29.1,19.92,25.5,29.1,14.2,28.5,19.0,32.4
1201–1500,1201.0,Al-Nahrain University,Iraq,THE World University Rankings 2024,6714.0,5.9,25.5,23.94,0.1695,0.0,27.9,18.77,25.5,27.9,8.7,34.1,16.6,25.4
1201–1500,1201.0,University of Al-Qadisiyah,Iraq,THE World University Rankings 2024,24322.0,16.4,25.5,36.12,0.061,0.0,18.5,25.65,25.5,18.5,7.8,55.0,16.7,26.3
1201–1500,1201.0,Anadolu University,Turkey,THE World University Rankings 2024,21491.0,17.0,25.5,29.44,0.0588,8.0,22.3,23.62,25.5,22.3,11.8,41.2,22.0,32.7
1201–1500,1201.0,"University of the Andes, Chile",Chile,THE World University Rankings 2024,9711.0,17.9,25.5,24.34,0.0559,2.0,20.6,20.96,25.5,20.6,15.7,30.1,17.2,50.0
1201–1500,1201.0,University of Antofagasta,Chile,THE World University Rankings 2024,8563.0,15.9,25.5,34.78,0.0629,2.0,16.9,25.37,25.5,16.9,9.4,51.7,17.2,53.2
