2024 RANK,2023 RANK,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE,rank_order,rank,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,female_student_pct,stats_proportion_of_isr,subjects_offered,University_Name,Master_Country
1300.5,1300.5,XL,FO,VH,4,A,6.1,601.0,8.7,601.0,2.4,701.0,4.3,701,3.8,701.0,1.2,701.0,1.6,701.0,15.3,549.0,1.2,701.0,0.0,16400.0,1501.0,0.0,16400.0,15.7,1718.0,15.7,1071.0,27.4,1509.0,43.4,916.0,39.7,1127.0,37891.0,34.1,0.0,54.0,46.0,"Accounting & Finance,Education,Mechanical & Aerospace Engineering,Computer Science,Business & Management,Economics & Econometrics,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Chemical Engineering,Physics & Astronomy,Mathematics & Statistics,Chemistry",Hanoi University of Science and Technology,Vietnam
164.0,157.0,L,FC,VH,4,B,49.0,167.0,81.3,70.0,83.5,117.0,23.3,510,16.9,632.0,54.3,269.0,15.6,587.0,24.8,336.0,77.7,163.0,49.7,3180.0,325.5,0.0,3180.0,45.4,198.0,40.4,245.0,62.0,736.0,99.4,65.0,66.5,457.0,19344.0,13.2,21.0,54.0,35.0,"Medicine & Dentistry,Physics & Astronomy,Business & Management,Other Health,Biological Sciences,Law,Art, Performing Arts & Design,General Engineering,Communication & Media Studies,Mechanical & Aerospace Engineering,Sociology,Languages, Literature & Linguistics,Chemistry,Architecture,Mathematics & Statistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Sport Science,Economics & Econometrics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Computer Science,Chemical Engineering,Accounting & Finance",Hanyang University,South Korea
1100.5,900.5,XL,FO,VH,4,A,4.6,601.0,2.0,601.0,14.6,701.0,23.0,513,2.5,701.0,2.0,701.0,2.1,701.0,6.2,701.0,1.3,701.0,0.0,8720.0,900.5,0.0,8720.0,28.1,803.0,30.6,451.0,43.6,1151.0,64.9,548.0,24.4,1728.0,33528.0,19.8,2.0,54.0,51.0,"Computer Science,Politics & International Studies (incl Development Studies),Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Economics & Econometrics,Chemical Engineering,Architecture,Psychology,Law,Chemistry,Civil Engineering,Mechanical & Aerospace Engineering,Sociology,Languages, Literature & Linguistics,Physics & Astronomy",Harbin Engineering University,China (Mainland)
256.0,217.0,L,FO,VH,4,A,28.6,306.0,14.9,552.0,41.6,378.0,98.8,24,8.6,701.0,8.4,701.0,23.2,517.0,20.3,412.0,15.4,603.0,38.7,1700.0,168.0,60.8,1700.0,58.8,83.0,55.1,110.0,70.9,540.0,91.2,154.0,33.9,1362.0,30933.0,10.6,6.0,54.0,44.0,"Mathematics & Statistics,Computer Science,Geology, Environmental, Earth & Marine Sciences,Chemistry,Civil Engineering,Business & Management,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Physics & Astronomy,Economics & Econometrics,Chemical Engineering,Electrical & Electronic Engineering,Law,Biological Sciences,Accounting & Finance,General Engineering",Harbin Institute of Technology,China (Mainland)
4.0,5.0,L,FC,VH,5,B,100.0,1.0,100.0,1.0,98.3,44.0,100.0,1,84.6,210.0,66.8,223.0,100.0,5.0,100.0,1.0,96.7,39.0,98.3,40.0,4.0,97.8,40.0,97.7,3.0,99.9,3.0,99.4,3.0,84.2,216.0,90.8,120.0,20050.0,9.0,25.0,51.0,12.0,"Sociology,Architecture,Physics & Astronomy,Psychology,Mechanical & Aerospace Engineering,Law,Electrical & Electronic Engineering,Medicine & Dentistry,Communication & Media Studies,Mathematics & Statistics,History, Philosophy & Theology,Languages, Literature & Linguistics,Agriculture & Forestry,Education,Computer Science,Business & Management,Geography,Accounting & Finance,Politics & International Studies (incl Development Studies),Chemistry,Archaeology,Art, Performing Arts & Design,Other Health,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,General Engineering,Civil Engineering",Harvard University,United States
235.0,281.0,M,CO,VH,4,A,16.4,537.0,21.1,438.0,18.6,701.0,79.4,113,100.0,67.0,97.6,66.0,40.2,375.0,21.3,392.0,43.5,342.0,41.2,3710.0,375.5,0.0,3710.0,34.3,483.0,33.4,395.0,65.2,671.0,75.1,336.0,94.8,52.0,9735.0,18.2,36.0,39.0,44.0,"Art, Performing Arts & Design,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Accounting & Finance,Languages, Literature & Linguistics,Physics & Astronomy,General Engineering,Geography,Computer Science,Business & Management,Electrical & Electronic Engineering,Economics & Econometrics,Biological Sciences,Mechanical & Aerospace Engineering,Chemistry,Mathematics & Statistics,Psychology,Architecture,Sport Science,Agriculture & Forestry",Heriot-Watt University,United Kingdom
472.0,338.0,L,FC,VH,4,A,23.6,366.0,14.0,581.0,81.0,136.0,9.6,701,17.3,624.0,12.9,663.0,30.0,457.0,9.8,701.0,37.5,382.0,24.5,6670.0,700.5,0.0,6670.0,39.6,318.0,26.4,558.0,44.7,1126.0,68.5,466.0,51.5,756.0,14590.0,7.6,10.0,38.0,26.0,"Business & Management,Other Health,Mathematics & Statistics,Sociology,Chemistry,Languages, Literature & Linguistics,Law,Biological Sciences,Geography,Chemical Engineering,General Engineering,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Veterinary Science,Architecture,Agriculture & Forestry,Archaeology,Psychology,Education,Sport Science,Civil Engineering,Computer Science,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Art, Performing Arts & Design,Accounting & Finance,Economics & Econometrics,Physics & Astronomy,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Medicine & Dentistry",Hiroshima University,Japan
196.0,141.0,L,FC,VH,5,A,57.3,134.0,66.0,119.0,75.8,162.0,27.8,451,17.5,621.0,14.4,633.0,38.1,392.0,12.9,665.0,30.7,438.0,46.2,3720.0,375.5,0.0,3720.0,51.2,123.0,44.0,201.0,47.4,1073.0,95.1,117.0,47.5,878.0,17659.0,8.2,10.0,29.0,28.0,"Business & Management,Electrical & Electronic Engineering,Chemistry,Education,Sport Science,Archaeology,Art, Performing Arts & Design,Psychology,Computer Science,Veterinary Science,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Architecture,General Engineering,Civil Engineering,Communication & Media Studies,Sociology,Accounting & Finance,Languages, Literature & Linguistics,Law,Medicine & Dentistry,Agriculture & Forestry,Other Health,Economics & Econometrics,Chemical Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Geography,Biological Sciences,Physics & Astronomy",Hokkaido University,Japan
295.0,281.0,M,CO,VH,3,A,19.4,458.0,12.6,601.0,56.0,265.0,51.9,249,97.8,118.0,100.0,20.0,2.6,701.0,15.1,557.0,17.2,574.0,35.4,3200.0,325.5,0.0,3200.0,34.0,493.0,28.9,499.0,77.2,391.0,69.6,440.0,97.8,10.0,7460.0,10.2,55.0,65.0,28.0,"Economics & Econometrics,Art, Performing Arts & Design,Mathematics & Statistics,Chemistry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Communication & Media Studies,Geography,Sociology,Biological Sciences,Business & Management,Medicine & Dentistry,Computer Science,Physics & Astronomy,Agriculture & Forestry,Sport Science,History, Philosophy & Theology,Education,Accounting & Finance",Hong Kong Baptist University,Hong Kong SAR
1100.5,775.5,M,FC,HI,5,B,6.5,601.0,7.7,601.0,46.7,336.0,3.4,701,1.1,701.0,3.8,701.0,2.6,701.0,16.1,520.0,1.2,701.0,0.0,8740.0,900.5,0.0,8740.0,48.0,159.0,18.8,875.0,41.6,1194.0,39.8,983.0,39.3,1142.0,10199.0,9.7,5.0,71.0,24.0,"Geology, Environmental, Earth & Marine Sciences,Other Health,General Engineering,Chemistry,Accounting & Finance,Archaeology,Mechanical & Aerospace Engineering,Physics & Astronomy,Education,History, Philosophy & Theology,Electrical & Electronic Engineering,Sport Science,Chemical Engineering,Biological Sciences,Computer Science,Communication & Media Studies,Psychology,Languages, Literature & Linguistics,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Architecture,Civil Engineering,Sociology,Business & Management,Art, Performing Arts & Design,Mathematics & Statistics,Medicine & Dentistry",Howard University,United States
275.0,306.0,XL,FC,VH,4,A,22.7,384.0,29.2,332.0,10.0,701.0,99.3,16,5.5,701.0,3.2,701.0,45.4,340.0,16.8,504.0,27.1,480.0,37.1,1580.0,158.0,61.7,1580.0,48.8,145.0,48.1,156.0,90.0,127.0,96.9,96.0,32.9,1391.0,57663.0,15.5,4.0,54.0,31.0,"Architecture,Electrical & Electronic Engineering,Sociology,Communication & Media Studies,Mathematics & Statistics,Physics & Astronomy,History, Philosophy & Theology,Agriculture & Forestry,General Engineering,Business & Management,Computer Science,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Law,Economics & Econometrics,Chemistry,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Civil Engineering,Biological Sciences,Education,Chemical Engineering,Other Health",Huazhong University of Science and Technology,China (Mainland)
1100.5,900.5,M,FO,VH,5,B,5.6,601.0,4.0,601.0,34.1,469.0,2.9,701,1.9,701.0,29.1,429.0,8.5,701.0,5.5,701.0,1.4,701.0,0.0,13040.0,1350.5,0.0,13040.0,25.8,951.0,11.6,1454.0,32.5,1392.0,23.0,1402.0,62.3,537.0,10252.0,11.6,16.0,53.0,26.0,"General Engineering,Biological Sciences,Agriculture & Forestry,Computer Science,Economics & Econometrics,Accounting & Finance,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Architecture,Mechanical & Aerospace Engineering,Education,Business & Management",Hungarian University of Agriculture and Life Sciences,Hungary
542.0,359.0,M,FO,VH,5,A,12.0,601.0,11.6,601.0,96.2,55.0,6.9,701,21.4,579.0,38.9,354.0,27.3,476.0,7.3,701.0,15.0,612.0,21.7,6780.0,700.5,0.0,6780.0,34.0,494.0,34.9,351.0,40.0,1223.0,69.0,454.0,67.1,444.0,10902.0,14.6,18.0,34.0,44.0,"Computer Science,Chemistry,Politics & International Studies (incl Development Studies),Communication & Media Studies,Education,Chemical Engineering,General Engineering,Sociology,Economics & Econometrics,Civil Engineering,Art, Performing Arts & Design,Sport Science,History, Philosophy & Theology,Physics & Astronomy,Business & Management,Medicine & Dentistry,Biological Sciences,Law,Mathematics & Statistics,Electrical & Electronic Engineering,Agriculture & Forestry,Mechanical & Aerospace Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Other Health,Languages, Literature & Linguistics",ITMO University,Russia
469.0,443.0,M,CO,VH,5,B,14.2,601.0,15.6,532.0,13.0,701.0,48.5,280,30.1,490.0,94.1,93.0,1.5,701.0,13.6,632.0,2.5,701.0,24.6,3740.0,375.5,0.0,3740.0,42.6,250.0,26.9,544.0,67.8,607.0,91.5,149.0,73.2,360.0,6107.0,12.2,36.0,37.0,41.0,"Civil Engineering,Chemical Engineering,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Economics & Econometrics,Law,Biological Sciences,Business & Management,Other Health,Politics & International Studies (incl Development Studies),Communication & Media Studies,Art, Performing Arts & Design,General Engineering,Chemistry,Psychology,Accounting & Finance,Mathematics & Statistics,Physics & Astronomy,Electrical & Electronic Engineering,Architecture,Geology, Environmental, Earth & Marine Sciences,Sociology,Computer Science,Education",Illinois Institute of Technology,United States
825.5,625.5,M,CO,HI,4,A,8.1,601.0,2.3,601.0,75.5,164.0,1.8,701,17.9,616.0,32.0,400.0,2.7,701.0,6.3,701.0,1.9,701.0,0.0,13100.0,1350.5,0.0,13100.0,35.9,431.0,18.8,876.0,16.9,1734.0,34.4,1104.0,62.4,535.0,6857.0,17.1,19.0,59.0,31.0,"Architecture,Computer Science,Sociology,Other Health,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Civil Engineering,Chemistry,Education,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Communication & Media Studies,Economics & Econometrics,Art, Performing Arts & Design,Biological Sciences,Law,Archaeology,Chemical Engineering,Geography,Medicine & Dentistry,Mathematics & Statistics,Business & Management,General Engineering,Psychology,Physics & Astronomy,Accounting & Finance",Immanuel Kant Baltic Federal University,Russia
6.0,6.0,L,FC,VH,5,A,98.3,23.0,99.4,12.0,98.5,42.0,94.0,58,100.0,61.0,100.0,14.0,96.7,35.0,83.0,45.0,94.4,61.0,97.8,80.0,8.0,95.1,80.0,90.9,12.0,95.5,12.0,98.6,8.0,90.9,157.0,98.3,6.0,20275.0,11.8,61.0,42.0,28.0,"Computer Science,Mechanical & Aerospace Engineering,Chemical Engineering,Physics & Astronomy,Other Health,Mathematics & Statistics,Electrical & Electronic Engineering,Chemistry,Medicine & Dentistry,General Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Civil Engineering",Imperial College London,United Kingdom
225.0,155.0,S,SP,Unknown,5,A,41.5,202.0,20.0,454.0,46.4,340.0,100.0,6,4.8,701.0,1.7,701.0,4.4,701.0,13.8,621.0,10.7,660.0,42.1,2150.0,225.5,0.0,2150.0,62.9,65.0,57.8,94.0,53.9,920.0,96.0,105.0,31.1,1462.0,4495.0,9.6,1.0,27.0,44.0,"Chemistry,Computer Science,Biological Sciences,Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Mathematics & Statistics,Chemical Engineering,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences",Indian Institute of Science,India
695.5,535.5,L,FC,VH,4,B,10.9,601.0,15.3,539.0,72.9,172.0,11.7,701,8.8,701.0,14.4,634.0,1.4,701.0,12.4,700.0,3.0,701.0,0.0,8810.0,900.5,0.0,8810.0,31.2,631.0,27.2,535.0,41.7,1191.0,83.9,220.0,38.8,1160.0,16035.0,19.2,8.0,42.0,34.0,"General Engineering,Sport Science,Architecture,Biological Sciences,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,History, Philosophy & Theology,Physics & Astronomy,Economics & Econometrics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Chemical Engineering,Business & Management,Archaeology,Mathematics & Statistics,Education,Other Health,Chemistry,Computer Science,Geology, Environmental, Earth & Marine Sciences,Psychology,Medicine & Dentistry,Civil Engineering,Law",Inha University,South Korea
38.0,48.0,M,CO,VH,1,A,44.8,185.0,99.6,10.0,97.3,51.0,93.8,59,98.5,106.0,98.3,58.0,76.9,163.0,90.3,35.0,72.5,189.0,79.5,710.0,71.0,71.3,710.0,71.0,39.0,61.6,79.0,70.8,543.0,98.8,71.0,97.1,21.0,6073.0,6.8,42.0,25.0,47.0,"Art, Performing Arts & Design,General Engineering,Mathematics & Statistics,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Education,Languages, Literature & Linguistics,Communication & Media Studies,Medicine & Dentistry,Other Health,Physics & Astronomy,Chemical Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Accounting & Finance,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Sociology,Computer Science,Biological Sciences,Business & Management,Chemistry",Institut Polytechnique de Paris,France
745.5,775.5,XL,FO,VH,4,A,20.4,429.0,40.2,235.0,8.7,701.0,2.1,701,2.6,701.0,1.1,701.0,6.9,701.0,9.8,701.0,33.5,413.0,0.0,16560.0,1501.0,0.0,16560.0,20.7,1321.0,9.9,1652.0,14.5,1778.0,26.7,1273.0,25.5,1684.0,141583.0,13.0,0.0,42.0,33.0,"Mechanical & Aerospace Engineering,Economics & Econometrics,Architecture,Electrical & Electronic Engineering,Chemical Engineering,Accounting & Finance,Civil Engineering,General Engineering,Mathematics & Statistics,Business & Management,Physics & Astronomy,Chemistry,Computer Science,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Psychology",Instituto Politécnico Nacional (IPN),Mexico
400.0,481.0,L,CO,VH,5,A,20.0,440.0,13.5,597.0,8.4,701.0,58.7,217,4.6,701.0,11.1,690.0,50.9,307.0,27.2,300.0,51.8,295.0,27.9,3750.0,375.5,0.0,3750.0,39.5,323.0,34.5,361.0,69.3,572.0,84.8,211.0,46.0,931.0,28591.0,17.1,8.0,46.0,33.0,"Sport Science,Mechanical & Aerospace Engineering,Medicine & Dentistry,Communication & Media Studies,Agriculture & Forestry,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Sociology,Psychology,Law,Civil Engineering,Politics & International Studies (incl Development Studies),Veterinary Science,Physics & Astronomy,Architecture,Education,Computer Science,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Chemical Engineering,Economics & Econometrics,Other Health,Mathematics & Statistics,General Engineering,Business & Management,History, Philosophy & Theology,Biological Sciences,Art, Performing Arts & Design,Chemistry",Iowa State University,United States
1401.0,1300.5,L,CO,HI,5,A,3.6,601.0,1.6,601.0,17.6,701.0,1.4,701,1.9,701.0,3.8,701.0,1.1,701.0,8.7,701.0,1.5,701.0,0.0,16590.0,1501.0,0.0,16590.0,18.6,1493.0,11.5,1465.0,9.1,1866.0,18.9,1600.0,28.1,1574.0,13496.0,14.2,4.0,68.0,35.0,"Physics & Astronomy,Languages, Literature & Linguistics,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Business & Management,Chemical Engineering,Geography,Archaeology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Education,Biological Sciences,Economics & Econometrics,Law,Communication & Media Studies,History, Philosophy & Theology,Psychology,Art, Performing Arts & Design,Sociology,Chemistry",Irkutsk State University,Russia
404.0,625.5,L,FO,VH,5,A,24.2,357.0,60.4,131.0,12.1,701.0,13.3,674,7.3,701.0,18.3,569.0,37.2,398.0,23.0,365.0,63.1,232.0,27.6,5450.0,550.5,0.0,5450.0,35.8,436.0,36.6,312.0,51.8,972.0,87.3,183.0,45.8,939.0,19055.0,25.8,14.0,42.0,48.0,"Other Health,Economics & Econometrics,Electrical & Electronic Engineering,Accounting & Finance,Computer Science,Civil Engineering,Business & Management,Chemical Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Physics & Astronomy,Architecture,Mathematics & Statistics,General Engineering,Chemistry,Biological Sciences,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences",Istanbul Technical University,Turkey
715.5,900.5,XL,FC,HI,5,A,26.4,333.0,19.1,469.0,3.0,701.0,4.2,701,6.4,701.0,15.7,606.0,36.1,411.0,34.7,220.0,3.4,701.0,0.0,10810.0,1100.5,0.0,10810.0,23.5,1111.0,22.0,731.0,34.4,1341.0,50.9,794.0,38.2,1183.0,61369.0,25.4,9.0,56.0,14.0,"Law,Archaeology,Art, Performing Arts & Design,Business & Management,Accounting & Finance,Chemistry,Architecture,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Geography,Psychology,Biological Sciences,Computer Science,History, Philosophy & Theology,Sociology,Other Health,Economics & Econometrics,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Communication & Media Studies,Mathematics & Statistics",Istanbul University,Turkey
1300.5,1100.5,L,CO,HI,5,A,4.3,601.0,10.1,601.0,34.2,467.0,1.3,701,1.4,701.0,2.0,701.0,1.0,701.0,12.0,701.0,1.1,701.0,0.0,13170.0,1350.5,0.0,13170.0,24.5,1043.0,10.5,1590.0,10.0,1857.0,17.9,1676.0,31.7,1439.0,19799.0,10.7,2.0,63.0,34.0,"Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemistry,Business & Management,Archaeology,Communication & Media Studies,History, Philosophy & Theology,Psychology,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Biological Sciences,Law,Physics & Astronomy,Sociology,Computer Science,Geography,Chemical Engineering,Education,Mathematics & Statistics,Accounting & Finance",Ivan Franko National University of Lviv,Ukraine
825.5,625.5,L,FO,HI,5,A,9.7,601.0,2.6,601.0,76.0,158.0,1.2,701,1.9,701.0,3.5,701.0,1.2,701.0,43.4,166.0,1.1,701.0,0.0,16630.0,1501.0,0.0,16630.0,15.9,1705.0,11.3,1488.0,22.2,1635.0,18.0,1669.0,46.7,905.0,23278.0,30.6,3.0,61.0,41.0,"Politics & International Studies (incl Development Studies),Computer Science,Medicine & Dentistry,Law,Sociology,Business & Management,Biological Sciences,Archaeology,Languages, Literature & Linguistics,Chemistry,Communication & Media Studies,Economics & Econometrics,Education,Electrical & Electronic Engineering,Other Health,Geography,Art, Performing Arts & Design,History, Philosophy & Theology,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Physics & Astronomy,Psychology",Ivane Javakhishvili Tbilisi State University,Georgia
304.0,293.0,XL,FC,VH,5,A,37.3,233.0,47.2,188.0,65.1,210.0,6.2,701,4.9,701.0,13.4,655.0,59.4,248.0,27.9,289.0,57.7,259.0,34.3,6790.0,700.5,0.0,6790.0,38.4,349.0,29.0,496.0,55.7,870.0,46.7,870.0,43.4,1004.0,34309.0,8.8,11.0,67.0,21.0,"Other Health,Chemistry,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Psychology,Politics & International Studies (incl Development Studies),Law,Languages, Literature & Linguistics,Physics & Astronomy,Medicine & Dentistry,Communication & Media Studies,Sociology,Accounting & Finance,Mathematics & Statistics,Art, Performing Arts & Design,Business & Management,Geography,Computer Science,Archaeology,Biological Sciences,Education",Jagiellonian University,Poland
415.0,461.0,M,FC,VH,4,A,15.4,567.0,8.7,601.0,14.1,701.0,51.1,255,42.0,393.0,13.5,650.0,42.5,359.0,9.0,701.0,83.3,131.0,27.0,3760.0,375.5,0.0,3760.0,28.3,788.0,30.9,447.0,79.6,330.0,58.9,665.0,77.7,284.0,9759.0,17.3,9.0,66.0,19.0,"History, Philosophy & Theology,Electrical & Electronic Engineering,Civil Engineering,Chemistry,Economics & Econometrics,Computer Science,Physics & Astronomy,Other Health,Biological Sciences,Law,Chemical Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Veterinary Science,Psychology,Archaeology,Sport Science,Education,General Engineering,Mathematics & Statistics,Business & Management,Medicine & Dentistry,Agriculture & Forestry,Sociology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geography,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance",James Cook University,Australia
975.5,900.5,M,CO,VH,5,A,8.0,601.0,2.6,601.0,34.7,458.0,20.7,551,3.5,701.0,4.4,701.0,2.0,701.0,7.2,701.0,3.8,701.0,0.0,5460.0,550.5,0.0,5460.0,41.1,278.0,14.4,1165.0,75.7,426.0,37.5,1029.0,39.7,1128.0,10235.0,11.2,4.0,52.0,38.0,"Architecture,Mathematics & Statistics,Education,Electrical & Electronic Engineering,Communication & Media Studies,Archaeology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Art, Performing Arts & Design,Chemical Engineering,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Economics & Econometrics,General Engineering,Civil Engineering,Sociology,History, Philosophy & Theology,Biological Sciences,Psychology,Medicine & Dentistry,Sport Science,Accounting & Finance,Computer Science,Physics & Astronomy,Law,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography",Jamia Millia Islamia,India
725.5,555.5,L,FC,VH,4,A,16.7,531.0,10.7,601.0,65.8,207.0,9.7,701,8.2,701.0,7.4,701.0,2.9,701.0,5.1,701.0,3.1,701.0,0.0,8920.0,900.5,0.0,8920.0,30.2,679.0,27.3,531.0,45.0,1121.0,68.1,478.0,34.1,1353.0,20118.0,19.6,7.0,46.0,25.0,"Languages, Literature & Linguistics,Agriculture & Forestry,Physics & Astronomy,Business & Management,Veterinary Science,Geography,Other Health,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,Chemistry,Psychology,Art, Performing Arts & Design,Biological Sciences,Education,Architecture,Mechanical & Aerospace Engineering,Sociology,History, Philosophy & Theology,Sport Science,Law,Archaeology,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Mathematics & Statistics,Medicine & Dentistry,Chemical Engineering,Communication & Media Studies,Economics & Econometrics",Jeonbuk National University,South Korea
28.0,24.0,L,FC,VH,5,B,87.3,51.0,59.7,134.0,100.0,8.0,89.4,77,64.4,300.0,91.4,111.0,98.1,21.0,74.5,60.0,84.6,122.0,84.5,150.0,15.0,91.1,150.0,84.4,23.0,92.3,17.0,97.2,27.0,100.0,11.0,84.2,199.0,15772.0,4.1,28.0,56.0,15.0,"Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Computer Science,Physics & Astronomy,Business & Management,Archaeology,Mathematics & Statistics,Sociology,Other Health,Economics & Econometrics,General Engineering,Psychology,Mechanical & Aerospace Engineering,Chemistry,History, Philosophy & Theology,Chemical Engineering,Education,Biological Sciences,Accounting & Finance,Medicine & Dentistry,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",Johns Hopkins University,United States
825.5,725.5,L,FC,HI,2,A,8.8,601.0,5.3,601.0,45.1,350.0,1.9,701,100.0,27.0,2.8,701.0,2.2,701.0,8.0,701.0,1.0,701.0,0.0,6850.0,700.5,0.0,6850.0,30.5,667.0,18.3,904.0,58.3,817.0,21.3,1468.0,76.7,302.0,19006.0,9.6,3.0,64.0,28.0,"Computer Science,Accounting & Finance,Mathematics & Statistics,Medicine & Dentistry,Business & Management,General Engineering,Education,Biological Sciences,Electrical & Electronic Engineering,Physics & Astronomy,Other Health,Chemistry,Civil Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering",Jouf University,Saudi Arabia
61.0,76.0,XL,FC,VH,5,A,84.6,56.0,42.4,220.0,7.0,701.0,92.7,66,93.1,163.0,45.7,318.0,99.9,6.0,56.1,111.0,75.6,173.0,70.1,450.0,45.0,77.0,450.0,60.1,72.0,74.9,48.0,91.9,95.0,100.0,13.0,79.6,260.0,49435.0,37.3,19.0,52.0,23.0,"Other Health,Chemistry,Accounting & Finance,Architecture,Agriculture & Forestry,Geography,Electrical & Electronic Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Sport Science,Psychology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Mathematics & Statistics,Business & Management,General Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Medicine & Dentistry,Physics & Astronomy,Law,Computer Science,Chemical Engineering,Sociology,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Biological Sciences,Education",KU Leuven,Belgium
