2024 RANK,2023 RANK,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE,rank_order,rank,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,female_student_pct,stats_proportion_of_isr,subjects_offered,University_Name,Master_Country
403.0,494.0,XL,FC,VH,5,A,44.0,192.0,9.8,601.0,5.6,701.0,23.3,509,3.4,701.0,16.1,598.0,96.8,34.0,5.1,701.0,36.1,391.0,27.8,5370.0,550.5,0.0,5370.0,28.5,775.0,26.6,553.0,65.7,657.0,52.2,766.0,52.6,725.0,55523.0,14.7,9.0,59.0,28.0,"History, Philosophy & Theology,Civil Engineering,Sociology,Chemistry,Accounting & Finance,Languages, Literature & Linguistics,Computer Science,Mathematics & Statistics,Psychology,Architecture,Sport Science,Communication & Media Studies,Economics & Econometrics,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Biological Sciences,Law,Other Health,Geography,Electrical & Electronic Engineering,Education,Archaeology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Chemical Engineering,Physics & Astronomy",University of Granada,Spain
675.5,900.5,L,CO,HI,3,A,4.5,601.0,4.2,601.0,4.6,701.0,10.6,701,91.9,173.0,100.0,30.0,41.1,368.0,12.8,671.0,12.7,636.0,0.0,5400.0,550.5,0.0,5400.0,17.8,1568.0,17.5,941.0,81.2,298.0,40.9,957.0,97.2,19.0,17095.0,21.8,46.0,58.0,26.0,"Computer Science,Education,Accounting & Finance,Mathematics & Statistics,General Engineering,Languages, Literature & Linguistics,Architecture,Law,Chemistry,Chemical Engineering,Civil Engineering,Biological Sciences,Sociology,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Other Health,Psychology,Communication & Media Studies,Economics & Econometrics,Veterinary Science,Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Sport Science,Art, Performing Arts & Design",University of Greenwich,United Kingdom
139.0,145.0,XL,FC,VH,5,A,52.9,148.0,29.9,326.0,51.4,304.0,42.9,311,93.5,159.0,85.6,140.0,92.1,67.0,22.3,372.0,67.7,214.0,52.5,790.0,79.0,70.0,790.0,47.5,165.0,57.2,100.0,94.5,52.0,99.9,30.0,93.4,75.0,31942.0,28.8,29.0,53.0,17.0,"Archaeology,Communication & Media Studies,Geography,History, Philosophy & Theology,Mathematics & Statistics,Psychology,Politics & International Studies (incl Development Studies),Education,Chemical Engineering,Accounting & Finance,Computer Science,Sociology,General Engineering,Physics & Astronomy,Law,Other Health,Biological Sciences,Economics & Econometrics,Medicine & Dentistry,Chemistry,Business & Management,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences",University of Groningen,Netherlands
486.0,595.5,L,CO,VH,4,A,13.5,601.0,20.9,444.0,5.8,701.0,47.5,286,43.5,384.0,15.1,618.0,22.3,525.0,13.1,658.0,36.3,389.0,23.7,4350.0,450.5,0.0,4350.0,32.6,566.0,36.2,322.0,66.2,646.0,78.1,289.0,64.5,495.0,22936.0,27.3,10.0,59.0,25.0,"General Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Physics & Astronomy,Accounting & Finance,Computer Science,Chemistry,Electrical & Electronic Engineering,Other Health,Mathematics & Statistics,Economics & Econometrics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemical Engineering,Mechanical & Aerospace Engineering,Communication & Media Studies,Civil Engineering,Languages, Literature & Linguistics,Sport Science,Business & Management,Biological Sciences,Sociology,History, Philosophy & Theology,Psychology,Art, Performing Arts & Design,Veterinary Science,Geography",University of Guelph,Canada
232.0,215.0,L,FC,VH,5,A,47.4,172.0,29.0,338.0,70.1,183.0,17.7,587,49.5,361.0,22.5,505.0,91.8,71.0,21.9,379.0,55.5,274.0,41.4,1120.0,111.0,65.8,1120.0,50.0,134.0,54.8,112.0,90.1,125.0,70.8,411.0,70.7,397.0,23349.0,27.4,14.0,53.0,27.0,"History, Philosophy & Theology,Veterinary Science,Law,Languages, Literature & Linguistics,Physics & Astronomy,Geography,Sport Science,Accounting & Finance,Computer Science,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Education,Archaeology,Sociology,Other Health,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Psychology,Biological Sciences,Chemistry,Economics & Econometrics,Art, Performing Arts & Design,Mathematics & Statistics,Business & Management",University of Göttingen,Germany
655.5,725.5,L,FO,VH,4,A,13.1,601.0,7.4,601.0,19.6,678.0,30.1,433,14.2,681.0,3.9,701.0,13.5,617.0,14.1,601.0,51.8,295.0,0.0,6630.0,700.5,0.0,6630.0,23.9,1085.0,30.1,469.0,68.4,595.0,64.5,558.0,34.5,1340.0,17353.0,18.4,3.0,66.0,21.0,"Accounting & Finance,Languages, Literature & Linguistics,History, Philosophy & Theology,Sociology,Art, Performing Arts & Design,Law,Economics & Econometrics,Other Health,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Business & Management,Biological Sciences,Psychology,Archaeology,Communication & Media Studies,Politics & International Studies (incl Development Studies),Geography,Physics & Astronomy,Education,Computer Science",University of Haifa,Israel
115.0,106.0,L,CO,VH,5,A,65.1,105.0,32.3,304.0,63.4,223.0,49.8,265,71.5,268.0,5.4,701.0,96.0,40.0,65.7,86.0,82.7,133.0,57.2,1210.0,121.0,65.1,1210.0,48.1,157.0,57.6,97.0,90.6,114.0,69.2,451.0,56.7,648.0,22887.0,15.9,5.0,67.0,20.0,"Computer Science,Geography,Physics & Astronomy,Biological Sciences,Psychology,Archaeology,Chemistry,Medicine & Dentistry,Communication & Media Studies,Agriculture & Forestry,Sociology,Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Other Health,Geology, Environmental, Earth & Marine Sciences,Law,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Veterinary Science,Education",University of Helsinki,Finland
875.5,900.5,L,CO,HI,3,A,4.7,601.0,4.8,601.0,6.4,701.0,5.6,701,63.4,305.0,99.5,42.0,11.2,647.0,12.0,701.0,2.7,701.0,0.0,6660.0,700.5,0.0,6660.0,18.6,1492.0,13.4,1264.0,67.2,618.0,33.9,1112.0,91.6,106.0,20480.0,16.3,40.0,52.0,24.0,"General Engineering,Geography,Architecture,Mathematics & Statistics,Sociology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Physics & Astronomy,Business & Management,Other Health,Sport Science,Accounting & Finance,Civil Engineering,Psychology,Electrical & Electronic Engineering,Communication & Media Studies,Veterinary Science,Economics & Econometrics,Biological Sciences,Education,Computer Science,Geology, Environmental, Earth & Marine Sciences,Law",University of Hertfordshire,United Kingdom
655.5,900.5,M,SP,Unknown,5,A,9.8,601.0,5.3,601.0,10.0,701.0,39.4,348,26.4,515.0,24.2,484.0,36.3,410.0,8.8,701.0,15.0,612.0,0.0,2630.0,275.5,0.0,2630.0,35.0,461.0,35.5,334.0,85.7,195.0,80.5,257.0,61.7,550.0,8369.0,37.7,14.0,57.0,27.0,"Economics & Econometrics,Biological Sciences,Communication & Media Studies,Business & Management,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Other Health,Agriculture & Forestry",University of Hohenheim,Germany
645.5,775.5,XL,CO,VH,4,A,13.9,601.0,10.9,601.0,4.5,701.0,34.0,402,8.5,701.0,9.3,701.0,34.0,426.0,29.2,273.0,27.8,469.0,0.0,5420.0,550.5,0.0,5420.0,33.8,500.0,29.7,482.0,65.8,655.0,70.2,427.0,50.8,780.0,47963.0,26.3,7.0,52.0,34.0,"Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Chemical Engineering,Geography,History, Philosophy & Theology,Biological Sciences,Education,Computer Science,Mathematics & Statistics,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Architecture,Sport Science,Sociology,Civil Engineering,Law,Other Health,Physics & Astronomy,Economics & Econometrics,Medicine & Dentistry,Chemistry,Accounting & Finance,General Engineering,Communication & Media Studies,Psychology",University of Houston,United States
567.0,675.5,L,CO,VH,3,A,12.5,601.0,15.0,548.0,6.7,701.0,20.9,547,65.1,295.0,79.4,165.0,41.2,367.0,9.0,701.0,7.3,701.0,20.8,5430.0,550.5,0.0,5430.0,28.3,787.0,25.0,610.0,66.3,643.0,44.4,904.0,88.4,145.0,14270.0,19.8,26.0,58.0,28.0,"Sociology,Chemistry,Communication & Media Studies,Languages, Literature & Linguistics,General Engineering,Civil Engineering,Education,Sport Science,Geography,Economics & Econometrics,Mathematics & Statistics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Computer Science,History, Philosophy & Theology,Psychology,Business & Management,Physics & Astronomy,Chemical Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Architecture,Electrical & Electronic Engineering,Law,Other Health",University of Huddersfield,United Kingdom
523.0,675.5,L,FC,HI,4,A,8.5,601.0,3.5,601.0,13.0,701.0,25.4,477,57.4,322.0,67.4,221.0,36.4,407.0,16.8,507.0,85.2,118.0,22.5,4380.0,450.5,0.0,4380.0,27.4,850.0,24.3,638.0,74.3,458.0,59.8,650.0,85.4,186.0,12305.0,18.0,21.0,56.0,26.0,"Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Other Health,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Chemical Engineering,Law,Medicine & Dentistry,Sport Science,Accounting & Finance,General Engineering,Chemistry,Education,Computer Science,Mathematics & Statistics,Psychology,Electrical & Electronic Engineering,Communication & Media Studies,Economics & Econometrics,History, Philosophy & Theology,Physics & Astronomy,Business & Management,Languages, Literature & Linguistics,Biological Sciences,Sociology,Archaeology,Civil Engineering,Geography",University of Hull,United Kingdom
64.0,85.0,XL,FC,VH,5,A,85.0,54.0,70.8,100.0,7.5,701.0,86.5,86,11.1,701.0,49.2,303.0,76.4,164.0,66.0,84.0,83.5,128.0,69.1,420.0,42.0,77.9,420.0,69.5,45.0,81.5,31.0,85.2,206.0,85.3,206.0,64.0,503.0,50250.0,19.6,23.0,51.0,35.0,"Computer Science,Mathematics & Statistics,Education,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Physics & Astronomy,Accounting & Finance,Languages, Literature & Linguistics,Biological Sciences,Psychology,General Engineering,Chemistry,Business & Management,Art, Performing Arts & Design,Civil Engineering,Politics & International Studies (incl Development Studies),Archaeology,Veterinary Science,Law,Medicine & Dentistry,Sport Science,Sociology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Communication & Media Studies,Other Health,Agriculture & Forestry,Geography",University of Illinois at Urbana-Champaign,United States
491.0,467.0,L,FC,VH,5,A,19.9,444.0,11.2,601.0,48.2,325.0,20.9,548,22.3,569.0,4.6,701.0,51.3,304.0,22.1,374.0,38.4,373.0,23.5,2160.0,225.5,0.0,2160.0,46.1,185.0,37.0,305.0,79.9,324.0,88.6,177.0,55.8,665.0,28583.0,10.9,6.0,55.0,18.0,"Languages, Literature & Linguistics,Medicine & Dentistry,Mathematics & Statistics,Sport Science,Sociology,Biological Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Physics & Astronomy,Law,Other Health,Chemical Engineering,Archaeology,Chemistry,Business & Management,History, Philosophy & Theology,Psychology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Education,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Communication & Media Studies,General Engineering,Art, Performing Arts & Design,Computer Science,Geography",University of Iowa,United States
306.0,412.0,L,CO,VH,2,A,16.2,540.0,21.4,434.0,36.8,430.0,20.7,549,96.3,135.0,50.6,286.0,96.9,32.0,43.6,165.0,73.6,182.0,34.0,4430.0,450.5,0.0,4430.0,28.6,767.0,36.3,321.0,66.8,629.0,44.8,899.0,81.0,241.0,31721.0,26.5,13.0,55.0,32.0,"Languages, Literature & Linguistics,Civil Engineering,Law,Architecture,Chemistry,Biological Sciences,Geography,Accounting & Finance,History, Philosophy & Theology,Sport Science,Education,Other Health,Chemical Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Mathematics & Statistics,Psychology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Business & Management,Computer Science,Physics & Astronomy,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Agriculture & Forestry,Sociology",University of Johannesburg,South Africa
446.0,347.0,M,FO,VH,4,A,17.2,518.0,12.5,601.0,86.2,100.0,15.3,626,40.9,404.0,2.8,701.0,54.7,287.0,11.4,701.0,30.2,447.0,25.7,4450.0,450.5,0.0,4450.0,31.4,621.0,34.1,376.0,78.2,361.0,53.0,753.0,49.7,813.0,10702.0,13.8,3.0,62.0,34.0,"Art, Performing Arts & Design,Education,Sport Science,Economics & Econometrics,Communication & Media Studies,Biological Sciences,Business & Management,Other Health,Chemistry,Physics & Astronomy,Languages, Literature & Linguistics,Sociology,History, Philosophy & Theology,Psychology,Mathematics & Statistics,Accounting & Finance,Computer Science,Politics & International Studies (incl Development Studies)",University of Jyväskylä,Finland
410.0,369.0,L,FC,VH,5,A,15.1,577.0,13.3,601.0,83.6,116.0,9.0,701,72.6,263.0,7.8,701.0,35.7,414.0,23.5,359.0,71.8,194.0,27.2,3780.0,375.5,0.0,3780.0,42.7,248.0,25.9,575.0,73.1,479.0,79.9,264.0,58.6,612.0,23410.0,9.5,7.0,53.0,24.0,"Computer Science,History, Philosophy & Theology,Other Health,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Civil Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Chemical Engineering,Law,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Chemistry,Electrical & Electronic Engineering,Sport Science,Business & Management,General Engineering,Communication & Media Studies,Psychology,Biological Sciences,Sociology,Accounting & Finance,Architecture,Agriculture & Forestry,Geography,Medicine & Dentistry,Mathematics & Statistics,Education,Physics & Astronomy",University of Kansas,United States
1100.5,1300.5,XL,CO,HI,4,A,10.4,601.0,15.3,540.0,1.6,701.0,4.6,701,3.8,701.0,1.1,701.0,2.6,701.0,6.9,701.0,12.3,640.0,0.0,16760.0,1501.0,0.0,16760.0,14.1,1798.0,10.6,1575.0,19.5,1691.0,24.5,1353.0,44.4,978.0,47337.0,39.3,0.0,60.0,22.0,"Accounting & Finance,Agriculture & Forestry,Law,Politics & International Studies (incl Development Studies),Physics & Astronomy,Other Health,Mathematics & Statistics,Chemical Engineering,Communication & Media Studies,Computer Science,Education,Sociology,Business & Management,Sport Science,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Psychology,Architecture,History, Philosophy & Theology,Geography,Veterinary Science,Economics & Econometrics,Chemistry",University of Karachi,Pakistan
336.0,375.0,L,CO,VH,4,A,17.0,522.0,6.7,601.0,13.3,701.0,43.9,306,96.6,133.0,72.8,195.0,43.0,354.0,20.2,413.0,85.2,118.0,32.2,4470.0,450.5,0.0,4470.0,27.6,834.0,29.0,497.0,77.6,380.0,51.9,776.0,93.5,73.0,16515.0,18.0,27.0,53.0,23.0,"Languages, Literature & Linguistics,Veterinary Science,Communication & Media Studies,Education,Other Health,Archaeology,Economics & Econometrics,Law,Psychology,Sport Science,Medicine & Dentistry,Computer Science,Geology, Environmental, Earth & Marine Sciences,Business & Management,Mathematics & Statistics,History, Philosophy & Theology,Architecture,Physics & Astronomy,Electrical & Electronic Engineering,Geography,Accounting & Finance,Biological Sciences,Art, Performing Arts & Design,Sociology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Agriculture & Forestry,General Engineering,Chemistry",University of Kent,United Kingdom
685.5,725.5,L,FC,VH,5,A,10.9,601.0,11.5,601.0,18.9,696.0,26.1,470,20.9,584.0,3.7,701.0,40.6,371.0,13.6,634.0,24.1,502.0,0.0,4480.0,450.5,0.0,4480.0,41.3,271.0,30.8,448.0,71.8,516.0,70.9,410.0,46.8,899.0,27540.0,11.3,3.0,58.0,18.0,"Geology, Environmental, Earth & Marine Sciences,Sociology,Chemistry,Geography,Art, Performing Arts & Design,Communication & Media Studies,History, Philosophy & Theology,Education,Mechanical & Aerospace Engineering,Sport Science,Architecture,Accounting & Finance,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Veterinary Science,Biological Sciences,Business & Management,Civil Engineering,Law,Chemical Engineering,Computer Science,Physics & Astronomy,Agriculture & Forestry,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Economics & Econometrics,Other Health,General Engineering,Psychology,Mathematics & Statistics",University of Kentucky,United States
580.0,486.0,S,FO,VH,4,A,5.5,601.0,4.3,601.0,60.2,235.0,11.4,701,95.2,148.0,86.6,137.0,3.0,701.0,12.0,701.0,1.6,701.0,20.4,5500.0,550.5,0.0,5500.0,31.2,632.0,19.4,844.0,72.4,502.0,48.1,839.0,87.6,157.0,3479.0,10.0,31.0,67.0,41.0,"Mathematics & Statistics,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Geography,Psychology,History, Philosophy & Theology,Law,Economics & Econometrics,Computer Science,Education,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",University of Klagenfurt,Austria
1401.0,1300.5,L,FO,VH,3,A,4.0,601.0,2.4,601.0,10.3,701.0,3.6,701,1.0,701.0,1.1,701.0,2.7,701.0,9.2,701.0,1.0,701.0,0.0,10950.0,1100.5,0.0,10950.0,23.8,1093.0,10.7,1561.0,60.0,780.0,21.2,1476.0,31.8,1434.0,16543.0,13.7,1.0,63.0,26.0,"Economics & Econometrics,General Engineering,Mechanical & Aerospace Engineering,Chemistry,Biological Sciences,Education,Architecture,Sport Science,Physics & Astronomy,Civil Engineering,Electrical & Electronic Engineering,Business & Management,Mathematics & Statistics,Other Health,Languages, Literature & Linguistics,Accounting & Finance,Agriculture & Forestry,Law,Art, Performing Arts & Design,Psychology,Computer Science,Medicine & Dentistry",University of Kragujevac,Serbia
1300.5,1100.5,L,FC,HI,3,A,3.3,601.0,8.5,601.0,30.6,511.0,1.4,701,4.7,701.0,1.1,701.0,1.0,701.0,8.8,701.0,1.0,701.0,0.0,16960.0,1501.0,0.0,16960.0,20.0,1376.0,8.7,1831.0,18.0,1717.0,16.7,1787.0,29.5,1521.0,28175.0,12.3,0.0,65.0,33.0,"History, Philosophy & Theology,Chemical Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Agriculture & Forestry,Physics & Astronomy,Business & Management,Other Health,Sport Science,Law,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Chemistry,Accounting & Finance,Architecture,Veterinary Science,Psychology,Electrical & Electronic Engineering,Sociology,Economics & Econometrics,Medicine & Dentistry,Mathematics & Statistics,Education,Computer Science,Communication & Media Studies,Archaeology,Biological Sciences,Geography",University of Kufa,Iraq
825.5,1100.5,L,FC,HI,5,A,12.5,601.0,17.8,495.0,5.1,701.0,6.1,701,12.5,701.0,5.3,701.0,21.5,531.0,59.8,102.0,13.7,627.0,0.0,11020.0,1100.5,0.0,11020.0,18.6,1494.0,27.1,539.0,40.3,1219.0,42.5,931.0,47.6,876.0,12125.0,30.2,7.0,69.0,32.0,"History, Philosophy & Theology,Communication & Media Studies,Art, Performing Arts & Design,Mathematics & Statistics,Business & Management,Computer Science,Sociology,Economics & Econometrics,Archaeology,Politics & International Studies (incl Development Studies),Veterinary Science,Education,Other Health,Chemistry,Accounting & Finance,Medicine & Dentistry,Physics & Astronomy,Psychology,Agriculture & Forestry,Geography,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Sport Science,Law",University of Latvia,Latvia
220.0,203.0,L,FO,VH,5,A,29.4,294.0,15.1,545.0,36.6,434.0,65.1,173,99.9,77.0,56.6,263.0,48.0,327.0,27.9,290.0,61.6,245.0,42.7,1430.0,143.0,62.7,1430.0,41.7,267.0,46.3,175.0,87.3,166.0,99.5,59.0,90.4,126.0,14478.0,10.5,23.0,54.0,14.0,"Geography,Biological Sciences,Communication & Media Studies,Sociology,Languages, Literature & Linguistics,Psychology,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Archaeology,Law,Economics & Econometrics,Other Health,Business & Management,Education,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Sport Science,Computer Science",University of Lausanne,Switzerland
75.0,86.0,XL,FC,VH,5,A,70.3,89.0,76.7,77.0,37.3,421.0,42.3,320,85.2,208.0,90.0,118.0,98.7,16.0,37.8,193.0,90.9,88.0,65.5,1290.0,129.0,63.9,1290.0,46.1,186.0,49.1,150.0,87.3,167.0,68.8,458.0,94.6,57.0,33450.0,14.4,32.0,59.0,30.0,"Geography,Physics & Astronomy,Chemical Engineering,Medicine & Dentistry,Economics & Econometrics,Psychology,Other Health,Law,Business & Management,Mechanical & Aerospace Engineering,General Engineering,Mathematics & Statistics,Biological Sciences,Electrical & Electronic Engineering,Chemistry,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Sociology,Architecture,History, Philosophy & Theology,Computer Science,Sport Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Accounting & Finance,Education,Communication & Media Studies,Languages, Literature & Linguistics",University of Leeds,United Kingdom
272.0,279.0,L,FC,VH,5,A,21.2,412.0,14.2,576.0,36.1,441.0,45.3,298,80.8,226.0,94.1,91.0,75.7,167.0,17.8,468.0,50.9,301.0,37.3,2190.0,225.5,0.0,2190.0,33.4,528.0,34.2,372.0,95.5,44.0,67.9,482.0,95.1,46.0,14000.0,13.9,31.0,54.0,23.0,"Education,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,General Engineering,Physics & Astronomy,Law,Sociology,Economics & Econometrics,Other Health,Chemistry,Business & Management,Languages, Literature & Linguistics,Communication & Media Studies,History, Philosophy & Theology,Accounting & Finance,Medicine & Dentistry,Mathematics & Statistics,Psychology,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Computer Science,Geography,Archaeology,Biological Sciences",University of Leicester,United Kingdom
426.0,535.5,L,FC,HI,4,A,17.5,507.0,29.1,337.0,14.0,701.0,21.9,529,88.4,190.0,28.6,434.0,34.6,421.0,13.9,614.0,58.9,254.0,26.6,4500.0,450.5,0.0,4500.0,27.1,871.0,32.6,406.0,64.1,690.0,75.9,318.0,76.1,312.0,14640.0,27.1,15.0,50.0,28.0,"Chemistry,Architecture,Politics & International Studies (incl Development Studies),Physics & Astronomy,History, Philosophy & Theology,Electrical & Electronic Engineering,Other Health,Business & Management,Sociology,Communication & Media Studies,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Law,Medicine & Dentistry,Mathematics & Statistics,Accounting & Finance,Biological Sciences,Civil Engineering,Art, Performing Arts & Design,Sport Science,Psychology,Chemical Engineering,Languages, Literature & Linguistics,Computer Science,Education,Mechanical & Aerospace Engineering",University of Limerick,Ireland
875.5,900.5,L,CO,HI,3,A,6.1,601.0,5.1,601.0,9.1,701.0,11.3,701,64.6,298.0,30.1,421.0,9.6,679.0,8.9,701.0,37.5,382.0,0.0,5550.0,550.5,0.0,5550.0,19.9,1382.0,18.7,883.0,82.2,283.0,24.7,1344.0,80.2,254.0,15020.0,16.1,13.0,55.0,24.0,"General Engineering,Business & Management,Mathematics & Statistics,Civil Engineering,Other Health,Agriculture & Forestry,Mechanical & Aerospace Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Accounting & Finance,Veterinary Science,Art, Performing Arts & Design,Geography,Chemistry,Physics & Astronomy,Psychology,Geology, Environmental, Earth & Marine Sciences,Law,Computer Science,Sport Science,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Architecture,History, Philosophy & Theology,Education,Economics & Econometrics,Sociology,Biological Sciences",University of Lincoln,United Kingdom
176.0,190.0,L,FC,VH,5,A,44.4,191.0,35.0,277.0,39.7,401.0,37.9,371,87.8,194.0,79.0,168.0,97.2,29.0,25.6,324.0,72.0,193.0,48.5,1710.0,168.0,60.8,1710.0,38.4,350.0,40.2,247.0,93.4,67.0,64.9,550.0,96.4,27.0,25955.0,14.2,32.0,54.0,24.0,"General Engineering,Medicine & Dentistry,Mechanical & Aerospace Engineering,Chemistry,Sociology,Economics & Econometrics,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Computer Science,Physics & Astronomy,Politics & International Studies (incl Development Studies),Veterinary Science,History, Philosophy & Theology,Civil Engineering,Accounting & Finance,Communication & Media Studies,Law,Other Health,Archaeology,Mathematics & Statistics,Business & Management,Psychology,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Geography,Architecture",University of Liverpool,United Kingdom
625.5,625.5,XL,FC,VH,5,A,20.0,439.0,9.5,601.0,35.6,446.0,6.3,701,4.5,701.0,10.7,701.0,59.3,250.0,48.9,139.0,17.2,574.0,0.0,9140.0,900.5,0.0,9140.0,24.5,1045.0,20.1,806.0,54.6,896.0,69.8,436.0,42.4,1036.0,40607.0,13.8,9.0,60.0,28.0,"Archaeology,Mechanical & Aerospace Engineering,Sociology,Art, Performing Arts & Design,Mathematics & Statistics,Law,Computer Science,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Architecture,Chemical Engineering,Business & Management,History, Philosophy & Theology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Civil Engineering,Communication & Media Studies,Accounting & Finance,Medicine & Dentistry,Biological Sciences,Chemistry,Other Health,Veterinary Science,Education,General Engineering,Physics & Astronomy,Geography,Languages, Literature & Linguistics,Sport Science,Psychology",University of Ljubljana,Slovenia
975.5,900.5,L,CO,VH,4,A,11.7,601.0,4.3,601.0,39.7,400.0,3.2,701,4.2,701.0,12.8,666.0,26.7,485.0,11.8,701.0,2.4,701.0,0.0,17080.0,1501.0,0.0,17080.0,20.6,1331.0,15.6,1076.0,28.8,1478.0,19.2,1574.0,35.5,1301.0,21633.0,14.0,9.0,62.0,20.0,"Physics & Astronomy,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Agriculture & Forestry,Psychology,Sport Science,Education,Mathematics & Statistics,Law,Biological Sciences,Business & Management,Geology, Environmental, Earth & Marine Sciences,Archaeology,Communication & Media Studies,Economics & Econometrics,Computer Science,Geography,History, Philosophy & Theology,Sociology",University of Lodz,Poland
254.0,304.0,M,FO,VH,3,A,10.6,601.0,14.2,575.0,12.2,701.0,96.9,43,100.0,18.0,99.3,49.0,11.4,646.0,41.6,177.0,4.3,701.0,38.9,1940.0,193.0,59.0,1940.0,38.4,351.0,38.1,285.0,90.3,121.0,61.9,615.0,93.7,68.0,10908.0,18.6,41.0,54.0,25.0,"Sport Science,Law,General Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Physics & Astronomy,Biological Sciences,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Sociology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Psychology,Languages, Literature & Linguistics,Civil Engineering,Communication & Media Studies,Economics & Econometrics,Art, Performing Arts & Design,Mathematics & Statistics,Accounting & Finance,Computer Science,Chemistry,Business & Management,Medicine & Dentistry,Education",University of Macau,Macau SAR
